hour,day_of_week,month,is_weekend,is_holiday,has_event,location_type,location,weather,temperature,humidity,crowd_score,crowd_level
1,5,6,1,1,0,museum,New York,clear,9.408155800037248,28.991496046034314,54.32,medium
7,0,8,0,0,0,tourist_spot,Sydney,fog,12.654793839069086,39.55742717027246,22.63,low
22,4,11,0,0,0,transport_hub,London,clouds,11.999883191950488,43.71328972038906,32.32,low
0,2,3,0,0,0,shopping_mall,Sydney,clear,8.526172490681617,39.890031106280105,1.77,low
2,5,12,1,0,0,restaurant,Barcelona,snow,28.141597003494837,65.87583242944626,19.26,low
16,2,11,0,0,0,tourist_spot,Amsterdam,rain,4.14346007672846,85.8595223730194,31.57,low
3,2,9,0,0,0,museum,Istanbul,rain,8.425186192277723,45.7160215844944,0.0,low
20,1,12,0,0,0,park,Dubai,clear,16.943030902549054,40.75101679791888,19.49,low
10,1,1,0,0,0,market,Amsterdam,clouds,22.06721684505565,52.07651892355095,9.82,low
3,0,1,0,0,1,museum,Istanbul,fog,22.101003869799904,52.23400346605788,7.42,low
9,5,2,1,0,0,transport_hub,Paris,clouds,26.67733642542172,46.52589759609637,35.37,medium
13,4,7,0,0,0,market,London,clouds,0.991454475927549,75.24233538163116,55.91,medium
13,2,12,0,0,0,restaurant,Rome,clear,1.548984306631458,55.301751581449274,37.37,medium
14,6,7,1,0,0,transport_hub,Rome,clouds,26.40132730994516,49.884948392358766,66.07,high
2,3,10,0,0,0,park,Barcelona,snow,33.74644653088323,44.83624011608053,0.0,low
3,5,1,1,0,1,park,New York,rain,13.827484467192011,78.98211336527615,22.92,low
19,3,3,0,0,0,museum,Bangkok,clouds,28.351411353366824,20.12684586639721,23.12,low
21,3,7,0,0,0,restaurant,Barcelona,rain,26.535499050621773,29.346898674827578,12.31,low
16,4,11,0,0,0,park,Amsterdam,snow,22.17649910667175,34.38800697426106,23.37,low
12,6,11,1,0,0,market,Sydney,snow,0.016237587891501093,41.518528765169535,46.5,medium
18,4,3,0,0,0,transport_hub,Singapore,clouds,31.74941596424008,91.98740027622772,29.4,low
21,3,6,0,0,0,museum,Rome,fog,32.73693858146657,76.33536031555491,24.59,low
9,0,11,0,0,0,restaurant,London,clear,19.005453768752204,83.7303270968549,16.52,low
14,2,3,0,0,0,beach,Amsterdam,snow,9.759377583137553,69.20435083338381,9.55,low
3,3,1,0,0,0,beach,London,fog,22.29623176133581,88.81025108415801,5.31,low
14,3,5,0,0,0,market,Singapore,fog,38.001584337726236,86.85694443578278,53.37,medium
23,2,9,0,0,0,beach,Dubai,clouds,18.986977472922135,39.43936613487645,11.15,low
20,6,9,1,0,0,park,Dubai,clouds,3.0993341545894326,41.429611314736434,38.61,medium
10,3,10,0,0,0,transport_hub,Dubai,clouds,27.757992491962092,72.98143562709141,38.33,medium
13,0,3,0,0,0,beach,Barcelona,snow,33.315646773619505,49.21076095002059,18.4,low
22,1,8,0,0,0,tourist_spot,Sydney,clear,11.944506094895338,49.24899860477892,24.95,low
17,0,3,0,0,0,restaurant,Singapore,snow,15.554288129845123,70.1655215467188,23.17,low
23,6,2,1,0,0,market,Singapore,fog,36.27715450347073,64.39195817209333,12.16,low
0,4,11,0,0,0,museum,Amsterdam,snow,10.406252556772188,44.55145002063007,0.0,low
10,1,4,0,0,0,transport_hub,Bangkok,snow,3.276249310465702,21.453746528750802,33.78,low
1,4,7,0,0,0,transport_hub,London,clear,37.984469308639554,34.95205117718997,8.3,low
19,4,1,0,0,0,market,London,clear,8.718581636260145,72.45987284346131,37.85,medium
5,4,1,0,0,0,museum,New York,clear,37.155486736284864,63.18475463093106,2.72,low
12,4,1,0,0,0,restaurant,Tokyo,clouds,30.899235398048962,83.77199293165972,30.83,low
3,3,9,0,0,0,tourist_spot,Barcelona,rain,25.901730162272205,20.94891126243898,3.63,low
15,1,3,0,0,0,museum,Bangkok,snow,17.419485800307083,75.03464780100438,31.96,low
8,6,10,1,0,0,shopping_mall,Singapore,fog,34.06852640077327,82.30482641679527,48.89,medium
8,2,3,0,0,0,shopping_mall,London,fog,15.159572165130562,22.152499832756718,32.93,low
5,1,11,0,0,0,shopping_mall,London,rain,35.212799190329015,72.58878127491512,3.21,low
17,0,10,0,0,0,tourist_spot,Dubai,clear,16.25712498682077,61.63821586863956,62.92,medium
22,6,9,1,0,0,shopping_mall,Amsterdam,snow,3.722134022186867,36.61973003543976,16.44,low
7,6,12,1,0,0,park,Amsterdam,snow,13.7502957658481,94.7473597969499,31.96,low
10,1,7,0,0,0,transport_hub,Istanbul,rain,4.826235390092233,34.443822008863805,51.7,medium
23,1,5,0,0,0,market,London,snow,23.583476238431636,77.0155921529812,3.31,low
9,0,9,0,0,0,museum,London,rain,0.5659346902425533,60.060131695074745,34.61,low
1,5,10,1,0,0,tourist_spot,Dubai,clouds,30.111687031650153,27.69407350908205,1.78,low
18,3,1,0,0,0,park,Singapore,rain,2.0550686873431134,90.57976975760775,6.88,low
3,4,5,0,0,0,museum,Bangkok,fog,2.1443629717013257,31.189818835524136,3.9,low
9,0,7,0,0,0,museum,London,snow,31.629633193736776,36.9265352798776,50.32,medium
12,1,6,0,0,0,shopping_mall,Singapore,fog,12.215209772774415,66.57704908041114,43.35,medium
23,6,9,1,0,0,museum,London,rain,6.282283735235086,33.036016124482586,21.34,low
5,4,3,0,0,0,tourist_spot,Bangkok,fog,1.3055942152369715,41.6078667195267,1.24,low
22,0,10,0,0,0,shopping_mall,Tokyo,rain,25.002320286568875,69.58872821400259,17.32,low
13,4,7,0,0,0,museum,Dubai,clouds,33.065246386002386,25.35573776418606,57.63,medium
9,6,6,1,0,0,park,Singapore,rain,37.70704962976163,57.53541328384442,29.36,low
14,6,5,1,1,0,museum,Sydney,snow,24.148545637836424,21.93986692912516,100.0,high
21,1,8,0,0,1,tourist_spot,Amsterdam,fog,18.82003293006534,68.86321170752647,53.34,medium
5,2,10,0,0,0,beach,Amsterdam,clear,16.333923737200614,44.07936919674287,11.11,low
5,0,4,0,0,0,transport_hub,Bangkok,rain,16.018090192546257,77.03748290432426,0.0,low
14,0,2,0,0,0,museum,Barcelona,clear,16.167002280029827,58.59471892468288,31.34,low
21,6,1,1,1,0,shopping_mall,Bangkok,fog,30.257726162222948,66.90565566087568,61.86,medium
6,1,2,0,0,0,park,Dubai,rain,27.93000116488689,29.10695625219649,0.0,low
19,6,10,1,0,1,restaurant,Istanbul,fog,8.988026378231385,83.10542612127767,66.93,high
14,2,4,0,0,0,museum,Amsterdam,snow,11.67446241047144,72.90587224443902,46.5,medium
15,3,3,0,0,0,shopping_mall,London,clouds,36.87472599726247,58.11806686946705,33.79,low
2,4,5,0,0,0,park,Bangkok,fog,0.1026103743430884,74.45382369601494,0.0,low
18,4,8,0,0,0,shopping_mall,New York,snow,22.07669668283244,60.75725472190047,37.68,medium
10,2,4,0,0,0,restaurant,Istanbul,snow,31.02177900397035,23.273547432297644,25.53,low
22,6,4,1,0,0,beach,Bangkok,clouds,1.4807844538230475,57.671836259972444,38.7,medium
10,0,8,0,0,1,museum,Singapore,snow,34.837318853968775,92.74675955308297,52.28,medium
15,4,3,0,0,0,park,Barcelona,snow,34.070611694027654,83.92560024244199,10.86,low
12,5,7,1,0,0,transport_hub,Amsterdam,snow,1.435963993507463,25.13155603861636,70.23,high
21,0,10,0,0,0,park,London,snow,30.414787719770615,72.79181219967785,20.85,low
14,2,4,0,0,1,market,Istanbul,clear,11.734711038608353,48.11308173314861,67.69,high
7,0,5,0,0,0,beach,Sydney,clouds,3.1587340263997854,85.31296989836412,15.36,low
21,2,9,0,0,0,restaurant,Singapore,clouds,25.51618524014274,54.467787438254824,13.48,low
0,1,11,0,0,0,shopping_mall,Rome,clouds,37.80942539738584,94.07387714138535,0.0,low
20,3,11,0,0,0,beach,Istanbul,rain,15.387729958693818,56.24060457944121,7.87,low
12,2,8,0,0,1,transport_hub,Sydney,rain,15.832229636454693,20.60734743211177,82.94,high
23,0,12,0,0,0,tourist_spot,Sydney,rain,9.204735638816652,80.14489681589657,24.24,low
20,5,8,1,0,0,restaurant,Sydney,clouds,36.136148162918715,68.4755456667892,49.42,medium
14,6,11,1,0,0,tourist_spot,Sydney,clouds,11.80441806516621,76.06106487037786,62.96,medium
6,2,6,0,0,0,market,Dubai,rain,36.53947897926788,82.2854464675548,9.72,low
15,2,9,0,0,0,park,Istanbul,clear,3.0119744362702994,76.56136197960015,19.16,low
21,5,8,1,0,1,beach,Dubai,snow,18.191441109354987,70.46212864053152,61.63,medium
8,0,11,0,0,0,beach,Amsterdam,clear,18.859074719257546,66.46601502833971,22.19,low
10,5,7,1,1,0,restaurant,Amsterdam,snow,12.087606981170008,50.62218918465595,90.33,high
1,1,5,0,0,0,tourist_spot,Rome,clear,35.490372341140095,30.17480365297524,0.0,low
11,0,4,0,0,0,beach,Sydney,clouds,26.196875899738558,82.52698124722411,38.0,medium
13,5,9,1,0,0,park,Paris,clouds,38.02220679405708,84.15876449794659,45.99,medium
21,1,4,0,0,0,transport_hub,Dubai,rain,11.035257634463473,92.615515695229,25.09,low
2,1,4,0,0,0,restaurant,Amsterdam,clear,13.34036625730064,94.16156779560663,18.2,low
6,2,8,0,0,0,museum,Dubai,clouds,9.319947161841258,78.0776433353615,2.86,low
0,6,9,1,0,0,park,New York,fog,6.979884836055739,69.57932319479876,27.59,low
4,3,1,0,0,0,tourist_spot,Barcelona,clouds,0.6312433404464102,39.902563124373,2.9,low
23,1,5,0,0,0,beach,Dubai,clear,31.12068157256811,58.49284682068937,0.76,low
14,4,4,0,1,0,restaurant,Sydney,fog,25.73362736821955,22.336297963275793,39.89,medium
12,5,5,1,0,0,beach,Amsterdam,snow,3.231619096431677,65.622306772508,42.3,medium
4,2,3,0,0,0,park,Sydney,fog,15.236175952740831,64.80438913994851,0.0,low
14,5,10,1,0,0,beach,Tokyo,clear,26.036666595252214,77.6722047578554,74.11,high
13,1,8,0,0,0,shopping_mall,London,snow,29.184500305380176,43.44112624978497,41.64,medium
21,3,11,0,0,0,park,Barcelona,snow,33.27087553899418,26.992257627775807,17.44,low
23,5,4,1,0,0,transport_hub,New York,fog,22.467335262789124,70.2509948549222,8.35,low
11,5,2,1,1,0,beach,Istanbul,rain,14.06584742772596,63.34388887923912,46.31,medium
4,5,8,1,0,0,shopping_mall,London,rain,14.702442024614006,77.19542239526373,38.36,medium
7,4,8,0,0,0,beach,Dubai,fog,25.707966553193256,21.969037359018756,3.87,low
22,6,11,1,0,0,park,Paris,rain,14.040936829479271,33.60541686594265,19.67,low
18,4,5,0,0,0,beach,Tokyo,clear,21.21930754635718,48.214580427761646,53.78,medium
10,0,4,0,0,0,market,Barcelona,rain,22.70374226457589,26.371777998288447,23.27,low
4,2,2,0,1,0,market,Sydney,clear,26.47754771233045,56.42462786682472,13.1,low
13,2,3,0,0,0,park,London,clear,4.435590888037222,70.86634197001507,29.08,low
15,3,8,0,0,0,park,Paris,fog,8.176924974149271,90.8993065419983,32.71,low
8,5,5,1,0,0,park,Barcelona,snow,7.027792075033692,48.51555842864272,19.46,low
7,4,12,0,0,0,transport_hub,Tokyo,clear,18.390170014251,25.83969589068182,11.04,low
18,3,11,0,0,0,beach,Sydney,snow,16.20129228259818,92.46497682748446,15.94,low
19,5,6,1,0,0,shopping_mall,Istanbul,clear,4.234525335823438,52.67573952053,67.38,high
16,2,2,0,0,0,museum,Bangkok,rain,31.164714744130585,25.728453310476585,32.39,low
3,2,10,0,0,0,restaurant,Barcelona,clouds,5.857768731107775,34.795385211798745,3.41,low
4,5,9,1,0,0,museum,New York,snow,22.549419331513985,63.460106727986734,18.98,low
18,2,11,0,0,0,transport_hub,Amsterdam,snow,17.688322553451393,42.71153263542597,35.46,medium
18,6,10,1,0,0,tourist_spot,Barcelona,rain,1.504289822843683,47.655319961735955,38.82,medium
2,4,10,0,0,0,museum,Sydney,snow,22.17265485353216,79.38633479490188,0.0,low
14,5,2,1,0,0,restaurant,Barcelona,fog,2.4749480040440286,27.76264079527937,59.13,medium
22,6,12,1,0,0,museum,Dubai,clear,17.510330972369317,52.956634382196825,38.67,medium
19,1,6,0,0,0,market,Barcelona,rain,30.978591542949417,70.91732904196857,25.47,low
20,2,2,0,0,0,transport_hub,Tokyo,fog,11.365878955124549,74.28002412518464,26.7,low
19,5,11,1,0,0,market,Barcelona,clouds,12.409269502072483,69.20410385270414,27.2,low
12,4,11,0,0,0,market,Sydney,clear,15.067172242252006,79.37464683976577,39.55,medium
21,2,5,0,0,0,museum,Amsterdam,fog,14.503906759281776,33.519719215763345,30.17,low
10,0,8,0,0,0,shopping_mall,London,clouds,11.83168406618487,79.10901302535501,35.08,medium
17,6,6,1,0,0,tourist_spot,Amsterdam,fog,15.068794832900988,32.16854090663379,90.71,high
19,0,12,0,0,0,market,Istanbul,snow,28.783426951625998,92.71914525564688,34.8,low
9,0,9,0,0,0,shopping_mall,London,rain,31.374809583728194,87.79807536030937,37.38,medium
11,0,7,0,0,0,shopping_mall,Singapore,snow,16.746433069189834,32.15436299344035,60.17,medium
19,6,7,1,1,0,market,Rome,snow,22.18162981697725,27.694229881130703,58.04,medium
3,1,6,0,0,0,park,Tokyo,rain,20.534109517141772,82.32850389786392,0.0,low
7,0,4,0,0,0,shopping_mall,Barcelona,snow,20.080284587729416,37.68335553975744,9.88,low
11,4,3,0,0,0,restaurant,Paris,clear,25.998427371767264,79.3535478111632,20.47,low
1,5,5,1,0,0,park,Singapore,clouds,18.76440508621975,66.15111928726613,33.49,low
0,2,3,0,0,0,park,London,fog,24.355203964642136,51.74410692109923,3.85,low
7,6,10,1,1,0,park,Tokyo,snow,24.912422733638767,24.710536325829786,36.77,medium
19,5,5,1,0,0,tourist_spot,Amsterdam,clouds,11.650879511010315,20.117325195004923,72.17,high
7,2,12,0,0,0,beach,New York,clear,14.424150308275019,91.50527584891363,15.22,low
16,2,7,0,0,0,tourist_spot,Bangkok,clear,39.24157690206241,39.02376958019096,71.13,high
11,0,1,0,0,0,museum,Barcelona,clear,29.40747939249245,44.938895627898866,27.58,low
11,1,2,0,0,0,transport_hub,Amsterdam,snow,19.141246864716962,33.670849881040496,56.86,medium
2,3,5,0,0,0,shopping_mall,Paris,clear,35.4316154247242,43.669686503729395,5.96,low
16,0,11,0,0,0,beach,Dubai,clear,7.644137229356436,46.77306320265225,18.13,low
20,4,2,0,0,0,transport_hub,Rome,rain,16.00087098577848,52.98024752808966,19.38,low
10,1,1,0,0,0,market,Singapore,rain,20.771034141397678,80.08610655513303,29.36,low
2,5,3,1,0,0,beach,Sydney,clouds,12.84845712858376,26.00516833062464,28.74,low
9,2,11,0,0,0,park,Singapore,snow,17.75633524404376,53.53472447526929,14.53,low
19,2,12,0,0,0,beach,Rome,clear,25.500501515331933,47.24833479882368,30.25,low
5,0,11,0,0,1,tourist_spot,New York,snow,31.140614940274617,47.47463548303614,13.7,low
18,5,1,1,0,0,tourist_spot,Sydney,snow,14.880535138827348,77.23133538489347,20.59,low
4,4,8,0,0,0,transport_hub,Bangkok,rain,4.5379445034007215,75.17561446095708,0.0,low
16,5,5,1,0,0,beach,Dubai,rain,8.58281701694879,65.8907887072732,36.19,medium
15,1,12,0,0,0,restaurant,Tokyo,clear,35.947161231449215,53.38333945568413,39.25,medium
21,3,3,0,0,0,transport_hub,Amsterdam,clear,11.614491311112545,42.49675086775537,19.71,low
22,5,6,1,0,0,market,Barcelona,clear,31.68262694444563,37.755213821515284,17.53,low
0,6,5,1,0,0,transport_hub,Dubai,snow,22.0658773570571,65.89612719653907,13.74,low
2,2,3,0,0,0,park,Bangkok,snow,30.766582014987918,81.7504549631293,3.35,low
4,3,3,0,1,0,transport_hub,Amsterdam,snow,13.780591228107987,85.84701137378089,20.18,low
20,2,7,0,0,0,market,New York,clear,20.724085316960654,42.809340710560086,28.73,low
10,2,6,0,0,0,restaurant,Barcelona,fog,33.837348246234626,38.79539817364993,34.47,low
17,4,10,0,0,0,park,New York,fog,20.102925789650506,32.647692631078016,20.46,low
4,4,8,0,0,0,market,Amsterdam,fog,36.95718901265205,23.08957276413381,5.31,low
2,6,1,1,0,0,tourist_spot,Amsterdam,rain,30.678360036652442,51.24400877474346,12.19,low
0,1,10,0,0,0,shopping_mall,Amsterdam,rain,32.18752616862932,71.37431308967575,10.66,low
14,1,11,0,1,0,museum,Istanbul,snow,18.5776863110134,45.5144426263833,75.01,high
10,5,5,1,0,0,transport_hub,Istanbul,rain,5.230646062095459,47.790514853771846,46.93,medium
3,6,7,1,0,0,transport_hub,London,rain,5.63510540032734,23.79539688502177,3.7,low
19,6,1,1,0,0,beach,London,clouds,37.35006140997619,74.08463216165914,42.82,medium
5,3,7,0,0,0,shopping_mall,Dubai,rain,3.6019638017513733,49.49316380849729,9.11,low
7,4,4,0,0,0,restaurant,Sydney,clear,23.90075084040745,83.21372351847218,17.72,low
15,0,11,0,1,0,park,Dubai,clear,35.298229236743715,74.5631047519544,77.5,high
11,4,2,0,1,0,tourist_spot,Bangkok,fog,22.128917064846068,25.514881230713137,70.52,high
14,3,6,0,0,0,park,Sydney,clear,3.8672594409894057,47.9898752243615,43.28,medium
17,2,12,0,0,0,transport_hub,New York,fog,1.6101962462971642,22.918547468466517,56.23,medium
10,0,1,0,0,0,shopping_mall,Dubai,fog,5.591239430894208,89.85265516474924,30.71,low
5,2,11,0,0,0,beach,Sydney,rain,20.292599448051863,58.22855755631243,0.0,low
22,2,5,0,0,0,park,Singapore,rain,4.384183579652912,51.24052020741746,10.35,low
23,5,11,1,0,0,tourist_spot,Sydney,fog,28.856004491852268,63.764245778573,13.7,low
16,4,6,0,0,1,beach,New York,clouds,4.395820853347874,21.420302562995943,66.82,high
13,4,11,0,0,0,market,Bangkok,snow,24.459122395670697,55.37040979013836,31.12,low
22,5,3,1,0,0,market,Dubai,rain,19.134839333736046,48.261858213927184,21.28,low
14,0,6,0,0,0,transport_hub,Dubai,rain,7.690566765468536,38.48893516455203,75.52,high
9,2,7,0,0,0,restaurant,Rome,clouds,19.56012318046115,55.985256740154604,13.06,low
23,4,7,0,0,0,park,Rome,fog,39.20642149285449,81.37830950979217,19.09,low
9,0,5,0,0,0,tourist_spot,Rome,clear,17.695044474593416,39.233298160511154,33.65,low
6,5,5,1,0,0,restaurant,Dubai,fog,5.490918192036918,66.17577758108692,32.32,low
7,3,8,0,0,0,restaurant,Paris,fog,9.31346239223811,27.51484692839982,24.39,low
22,0,12,0,0,1,shopping_mall,Tokyo,clouds,37.16398720679911,50.51805886601626,32.77,low
15,2,5,0,0,0,restaurant,Rome,clear,3.578428820460653,63.060001488153,25.58,low
23,6,7,1,0,0,tourist_spot,New York,clouds,1.4535939685022203,82.71523985843803,22.68,low
5,1,5,0,1,0,park,Paris,fog,37.138193840680685,45.12815852718147,28.29,low
20,1,4,0,0,0,shopping_mall,New York,snow,32.3525551297208,44.801307262383915,17.53,low
20,5,4,1,0,0,park,Istanbul,rain,22.711248896837574,76.79620626931708,28.0,low
19,2,6,0,0,0,beach,Bangkok,clear,3.815404231781123,93.6263894330404,29.76,low
10,3,5,0,0,0,restaurant,Paris,clouds,10.679773078571206,44.721897748454936,27.09,low
23,6,8,1,0,0,tourist_spot,Rome,clouds,4.728993912158903,43.01047565027149,44.98,medium
21,0,2,0,0,0,park,Istanbul,rain,8.833969598748862,91.802040264142,9.75,low
4,4,5,0,0,0,shopping_mall,Istanbul,rain,21.96938035273459,55.31210576594836,0.0,low
21,2,7,0,0,0,restaurant,London,fog,3.2748122589309947,53.50609831223625,17.49,low
11,4,12,0,0,0,museum,Sydney,fog,8.086271158665914,60.24951186954177,39.26,medium
10,5,6,1,0,0,shopping_mall,Tokyo,fog,35.95557406853895,53.411201914041534,79.32,high
14,5,2,1,0,0,market,Dubai,fog,18.495132229556948,80.51865144157944,34.28,low
12,6,1,1,0,0,park,Paris,fog,16.947895391145007,72.5288658572882,37.18,medium
1,6,7,1,1,0,museum,Singapore,snow,5.41715465957751,68.11437501292673,60.69,medium
13,1,10,0,0,0,transport_hub,Bangkok,snow,27.309214164061654,69.6344403594101,54.93,medium
4,4,7,0,0,0,transport_hub,Tokyo,fog,5.093883492904343,93.40432827697519,0.0,low
0,1,1,0,0,0,park,Singapore,fog,15.171058721351752,37.22480500909241,0.0,low
11,0,4,0,0,1,market,Rome,clear,24.596928288356498,90.21784477890839,57.65,medium
7,0,1,0,0,0,restaurant,Tokyo,clear,26.88094547488876,85.41593133397939,4.37,low
23,3,9,0,0,0,tourist_spot,Bangkok,fog,34.54920970680226,24.233302626834572,21.52,low
9,2,5,0,0,0,restaurant,Istanbul,fog,26.901276057476547,44.04988365447373,29.84,low
4,6,11,1,0,0,restaurant,Bangkok,clear,23.666684889708126,75.14090819931272,12.31,low
20,2,6,0,0,0,beach,Dubai,rain,26.853700989828894,78.93534469853884,18.89,low
22,2,11,0,0,0,beach,Bangkok,snow,21.5171305756327,38.07261417583055,20.65,low
9,4,8,0,0,0,market,Singapore,fog,16.660314666416273,59.74938605023143,42.56,medium
7,3,2,0,0,0,park,London,clear,33.88533543678447,26.934799739514773,0.0,low
1,4,7,0,0,1,park,Bangkok,fog,32.186024714021805,64.06877666207322,8.48,low
17,6,11,1,0,0,restaurant,Singapore,rain,36.35976642827204,35.8855829036756,56.34,medium
23,3,7,0,0,0,museum,Istanbul,snow,27.82505142819927,72.7826437006778,0.94,low
7,5,2,1,0,0,transport_hub,Rome,fog,12.336891371477133,46.97334634856313,25.65,low
14,3,5,0,0,0,museum,Istanbul,rain,14.828196857250337,51.04476279339684,55.83,medium
7,0,7,0,0,0,market,Paris,fog,16.703122942206946,31.430855763810747,12.58,low
7,6,12,1,0,0,beach,Sydney,snow,37.73858180190522,45.31732130273809,28.68,low
23,1,5,0,0,0,shopping_mall,Singapore,rain,28.81254123048375,56.62372409405993,0.0,low
20,0,7,0,1,0,tourist_spot,Dubai,clear,26.72862173572611,77.32541326790144,55.3,medium
4,0,2,0,0,0,restaurant,Tokyo,clear,18.240386358857357,24.533758918476416,0.0,low
21,0,10,0,0,0,shopping_mall,Amsterdam,clear,16.453540328696658,21.254461070197245,6.02,low
17,6,10,1,0,0,park,Paris,snow,36.39093463995064,28.02623215208697,42.82,medium
16,5,4,1,0,0,market,London,fog,14.177644034422855,79.62022490626,37.43,medium
11,1,3,0,0,0,beach,Singapore,clouds,33.122483148535224,26.046268895493288,20.1,low
1,5,10,1,0,0,museum,Bangkok,fog,25.46992302222555,72.71338625143295,22.37,low
15,5,3,1,0,0,beach,Amsterdam,fog,38.95358982544,87.10934091070249,65.16,high
7,6,2,1,0,0,restaurant,Istanbul,snow,36.966370664342655,71.33215575977312,18.41,low
17,5,10,1,0,1,tourist_spot,New York,rain,5.767662451343076,81.55180561135228,63.29,medium
2,6,2,1,0,0,park,New York,fog,15.566264294694353,87.23943252520398,23.22,low
12,1,12,0,0,0,market,Istanbul,fog,13.83437992742551,27.32643405185356,34.9,low
2,4,8,0,0,0,transport_hub,Sydney,fog,30.9421966452529,22.221924420887383,4.87,low
14,4,10,0,0,0,shopping_mall,London,snow,27.187794323526354,69.55039306361566,39.59,medium
19,1,3,0,0,0,park,London,clear,15.19999972333823,78.7917711402667,14.1,low
23,1,6,0,0,1,beach,Barcelona,clear,14.396699893875864,40.23248324295399,21.76,low
2,0,5,0,0,0,market,Bangkok,fog,4.131717093664973,26.72141314702906,0.0,low
2,5,7,1,1,0,transport_hub,Bangkok,snow,3.3879806771409005,87.58520336423248,37.11,medium
18,1,9,0,0,0,market,Amsterdam,clouds,10.736271885968428,30.945111548491088,40.5,medium
13,1,6,0,0,0,park,Bangkok,clear,37.76889182525577,74.06745893416945,48.69,medium
19,1,5,0,0,1,restaurant,Singapore,rain,33.664535468874035,48.49174671102862,34.61,low
14,6,12,1,0,0,transport_hub,Bangkok,fog,12.826606215003507,91.04591915120871,77.36,high
15,0,7,0,0,0,transport_hub,New York,rain,27.7983107068844,56.82554846690768,38.38,medium
7,6,8,1,0,0,transport_hub,Bangkok,snow,37.28268610353783,34.985003653295536,32.11,low
5,3,7,0,0,0,tourist_spot,Istanbul,clouds,11.653248319411812,71.9626459493257,11.71,low
21,3,2,0,0,0,shopping_mall,New York,clouds,6.1657293782342615,51.734596633767765,15.25,low
2,6,1,1,0,0,shopping_mall,Sydney,snow,36.93983016025787,85.22252933590237,13.62,low
17,6,3,1,0,0,tourist_spot,Barcelona,fog,36.57604994922338,28.20270689332152,60.59,medium
21,0,9,0,0,0,transport_hub,New York,clear,25.801248156270947,68.50577045210696,17.18,low
13,1,12,0,0,0,museum,Paris,clouds,20.75191067397398,63.53887216430031,44.79,medium
7,6,8,1,0,0,shopping_mall,Barcelona,fog,6.029797299196535,94.827704406099,55.8,medium
3,2,5,0,0,0,park,Bangkok,clear,37.62704632584772,30.625638262366124,3.54,low
10,2,11,0,0,0,shopping_mall,London,rain,17.526637530921082,72.25724491427496,24.21,low
2,2,11,0,0,1,park,Paris,clear,4.374507271390953,80.0037594312918,24.56,low
